	text	class
4124	 , призывай подруг и друзей, нас обогнали по лайкам (фамилии Васильева, Климова и Петухова). Адрес http://vk.com/apatitylibr 	1.0
4125	 Заметили как быстро мы повзрослели? Как отношения перестали быть первыми, как телефоны заполнились чужими именами, как мамы перестали ругать, когда долго гуляешь? А как шутим, не краснея? Узнали, что такое смерть, что такое терять, забывать, выбрасывать, оставлять позади и запирать дверь. Вконтакте у всех уже не «всё сложно», уже не закрытые друзья. Пришлось признать, что всё либо просто, либо никак, и нечего изображать драму. Теперь нужно отвечать за свои поступки и принимать решения. Телефонных звонков ждёшь все реже, выключаешь телефон всё чаще, разочаровываться в людях всё привычнее. Теперь у кого-то уже и свои детишки. Радоваться солнцу всё сложнее. А ненавидеть дождь — легче, ведь он всё портит, пачкает. Лето — это не «никакой учёбы», а родные края, горы, море. Появилось столько новых слов: работа, аванс, ипотека, стресс, диета, использовать, забыть... но они так быстро надоели. Искренность где-то потерялась.	0.0
4126	 Контурная пластика лица со скидкой 50%.  Только в марте!	1.0
4127	 Хлесткая поэзия Игоря Губермана	0.0
4128	 Все начинается с общения, если общение интересно — возникает дружба (человек для души), если дружба приятна — появляется близость(человек для тела), если близость приносит покой и удовлетворение — приходит чувство (человек для жизни).	0.0
4129	 Дорогие девушки! До конца марта проходит акция на покрытие ноготков гель-лаком и на другие виды услуг. С весной Вас	1.0
4130	 - Понимаешь... мы ведь ссоримся... всё время... мы не можем быть вместе, да? - А ты любишь вишню? - Да. - А ты выплёвываешь косточки, когда её ешь? - Ну да. - Так и в жизни... Учись выплевывать косточки и одновременно любить вишню.	0.0
4131	 Ежедневный Журнал: Искать здесь любые неполитические мотивы просто нечестно	1.0
4132	 Так что... так что эту дурицкую (следакам головы) отпустили домой, в Киев )) театр абсурда какой-то http://limonov-eduard.livejournal.com/615669.html	0.0
4133	 ТопливоДар - Запуск новой компании в мире! https://www.youtube.com/watch?v=jq06_gOS0lk Бесплатная регистрация в компанию http://krisstal67.as8.tv/5 Презентация 3 марта в 14:00 Москвы и 5 марта в 19:30 Москвы.	1.0
4134	 Я бы охотно перемотала пленку в самое начало.	0.0
4135	 В НАЛИЧИИ	1.0
4136	 Продам Ниссан Хтраил. 2001г.в. 2л двигатель. Полный привод. Автомат. Все есть комплектация полная. Резина лето-зима. Возможен обмен на лада калина свежее 2010 года. Цена 370 тыс руб.  Тел 8-909-350-44-11	1.0
4137	 Volkswagen Golf IV 1.6 AT (101 л.с.)	1.0
4138	 Лет через 20 вы больше будете жалеть о том, что вы не сделали, чем о том, что сделали. Поэтому поднимайте якоря и уплывайте из тихой гавани. Ловите попутный ветер в свои паруса. Пользуйтесь. Мечтайте. Делайте открытия. Марк Твен	0.0
4139	 «Качалка» для дрищей 2012	1.0
4140	 Изо всех сил старайся очищать себя от зла к людям. Ибо накапливая в себе зло к людям, накапливаешь яд, который рано или поздно убьет в тебе человека.	0.0
4141	 Отслеживайте свои чувства, изгоняйте обиды, зависть, ревность. Наша гордыня рождается от непонимания своего места в этом мире и отсутствия цели. Не гонись за материальным, накапливай духовное: с возрастом снижается потребность в еде, вещах, то есть, снижается уровень ощущения счастья.  Вещи должны служить людям, а не наоборот. Прост, но гениален Валерий Синельников	0.0
4142	 - Я обязательно, ты слышишь? Я обязательно, - сказал Медвежонок. Ежик кивнул. - Я обязательно приду к тебе, что бы ни случилось. Я буду возле тебя всегда. Ежик глядел на Медвежонка тихими глазами и молчал. - Ну что ты молчишь? - Я верю, - сказал Ежик. P.S. И Ты верь мне,пожалуйста	0.0
4143	 У меня 2-ое маленьких детей. Что я хочу на 8 марта?  Хочу принять ванну и сходить в туалет....ОДНА.! Хочу поесть. . . горячую еду. . . двумя руками. . . и чай. . . горячий. . . с конфетой. . . ЦЕЛОЙ!!!))))))	0.0
4144	 Кто учит английский - присоединяйтесь! Это интересно!	1.0
4145	 Суконный полив	0.0
4146	 И это отличная новость!!! ВСЕ НА ФУТБООООЛ!!!!!	0.0
4147	 Цените тех людей , которые в важных на первом месте))	0.0
4148	 Дарить себя — не значит продавать. И рядом спать — не значит переспать. Не отомстить — не значит все простить. Не рядом быть — не значит не любить! Омар Хайям	0.0
4149	 Зашла в ванну, на полу носочные комочки в углу. Уже рот открыла, надо же ребенка приучать к порядку. Приготовила спич, отрегулировала голос: «Риточка, убери, пожалуйста, за собой». Потом смотрю, мои ж носки! Так рада была, что не успела повоспитывать.  А еще недавно предложила Рите сделать одно упражнение. Делим лист на три части.  1. Мама идеальная (самые смелые мечты допускаются). 2. Мама реальная (как ты видишь меня). 3. То, что совсем недопустимо в отношении Риты со стороны мамы. Очень полезно было почитать мнение дочки.	0.0
4150	 Каждый камень, брошенный вами в мой огород, — идёт на фундамент моего успеха. Котлован глубокий. Успех предусмотрен большой. Огромная просьба — НЕ ПРОМАХИВАЕМСЯ!!!	0.0
4151	 Как хорошо быть чьей-то навсегда. И знать, что это не слова пустые. Как хлеб делить и душу и года. Глядеть в глаза безмерно дорогие. Как хорошо быть чьей-то навсегда. И знать, что не оставит, не обманет. И вытащит из под любого льда. И никогда любить не перестанет...	0.0
4152	 Любимый мой👫❤️,это твой первый день рождение в статусе папы!!!👪Мы тебя с Дариночкой поздравляем,ты самый лучший папамуж!!!!!👪🎁Мой самый близкий и родной человек, моя вторая половинка.💏 💞С каждым годом нашей совместной жизни. Я люблю тебя всё сильней и сильней. 💑😘Мы с тобою одно целое. 👍Я так благодарна судьбе за то, что мы сейчас с тобой вместе. В твой день рожденья,🎉 я желаю тебе большого счастья, крепкого здоровья, надёжных и верных друзей. Пусть тебя всегда сопровождает удача, пусть только хорошее настроения будет всегда с тобой. 🎂Пусть твоя жизнь течёт полной рекой среди прочных берегов.мы с дочей тебя очень-очень сильно любим!!!💖  @ Островок счастья!!! 👪💞🏡	0.0
4153	" ""Если дом там, где сердце,-живите в средцах друг у друга.""(с)."	0.0
4154	 Был тяжелый день на работе, очередные перепадки косяков и усталости и тут предложение от которого невозможно отказаться	0.0
4155	 Тень дракона	1.0
4156	" 6 МАРТА - ПЯТНИЦА ! НОЧНОЙ КЛУБ "" MAGMA "" ПРЕДСТАВЛЯЕТ : ---ЧЕГО ХОТЯТ ДЕВУШКИ?--- (ночь хороших девочек) РОЗЫГРЫШ ПОДАРОЧНЫХ СЕРТИФИКАТОВ ОТ МАГАЗИНА КОЖИ И МЕХА "" VESTACCI""  - ДЕВУШКАМ ВСЮ НОЧЬ ВХОД СВОБОДНЫЙ ! -— 15 МИНУТ СВОБОДЫ - ДО 22-15 ВХОД ВСЕМ СВОБОДНЫЙ  ТАКЖЕ ДЛЯ ВАС : -ШОУ ПРОГРАММА -GO GO ""BLACK CRYSTALL"" -DJ BUSH &amp; DJ IVANOFF 7 МАРТА - СУББОТА ! НОЧНОЙ КЛУБ "" MAGMA "" ПРЕДСТАВЛЯЕТ : -— ЖЕНСКИЕ ШАЛОСТИ или НОЧЬ ПЛОХИХ ДЕВУШЕК--- РОЗЫГРЫШ ПОДАРОЧНЫХ СЕРТИФИКАТОВ ОТ МАГАЗИНА КОЖИ И МЕХА "" VESTACCI""  СПЕЦИАЛЬНЫЙ ГОСТИ : - ДУЭТ - ""X-MAN"" (МУЖСКОЙ СТРИПТИЗ) - ДЕВУШКАМ ВСЮ НОЧЬ ВХОД СВОБОДНЫЙ ! ---15 МИНУТ СВОБОДЫ - ДО 22-15 ВХОД ВСЕМ СВОБОДНЫЙ !!! ТАКЖЕ ДЛЯ ВАС : -ШОУ ПРОГРАММА -GO GO ""BLACK CRYSTALL"" -DJ BUSH &amp; DJ IVANOFF 8 МАРТА - ВОСКРЕСЕНЬЕ ! НОЧНОЙ КЛУБ "" MAGMA "" ПРЕДСТАВЛЯЕТ : -— С 8 МАРТА, ДЕВУШКИ !--- СПЕЦИАЛЬНАЯ ГОСТЬЯ : - DJ KATRIN SHIRMANOVA (LIVE VOCAL CLUB SHOW/UA) ТАКЖЕ ДЛЯ ВАС : -СЮРПРИЗ ВСЕМ ДЕВУШКАМ НА ВХОДЕ ! -РОЗЫГРЫШ ПОДАРОЧНЫХ СЕРТИФИКАТОВ ОТ МАГАЗИНА КОЖИ И МЕХА "" VESTACCI""  -PERFOMANCE -WELCOME DRINK -DJ BUSH &amp; DJ IVANOFF"	1.0
4157	 Никогда не игнорируй того человека, который любит тебя и искренне переживает за тебя. Однажды ты можешь проснуться и понять, что потерял луну, считая звёзды...	0.0
4158	 Кто чем богат, тому и буду рад. ) 4276 4000 2066 9322 - сбербанк.	0.0
4159	 Уход за садом весной	1.0
4160	 в наличии	1.0
4161	 Вареники с капустой пошаговый рецепт с фото, приготовление в домашних условиях	0.0
4162	 Твой Билайн становится ближе! Внимание, приятная новость для всех наших абонентов, живущих на яркой стороне. Запущен интернет-магазин Билайн, где можно выбрать гаджеты, телефоны и тарифные планы по своему вкусу. ВНИМАНИЕ: пока интернет-магазин Билайн работает только по Москве, но на очереди вся Россия. Подробнее на нашем сайте: http://beeline.ru	1.0
4163	 Алён, смотри кого нашла, знакомься один из претендентов на талисман ЧМ по хоккею 2016 ЁЖИК ГРИША))) http://talisman.championat.com/	1.0
4164	 Начал Джейсон с заумных изречений:    - Безумие – энергия, требующая срочного выхода в виде взрыва, выплеска всех накопленных эмоций! – с тех, что позже вылились в пафосный и нудный псевдонаучный монолог, - Если вечно удерживать эту инфернальную силу в себе, что само по себе очень опасно и нерекомендованно, есть жирный шанс тронуться рассудком, сойти с петель здравомыслия и помешаться на анархии!	0.0
4165	 Тобой не жить я не могу Ведь мы с тобою так похожи Ты мой единственный света луч Кто вел меня по бездорожью Тебя любить мне свыше дано Ты мой удел, моя награда В моих словах любовь не ищи Послушай сердце, вот где правда.... В твоих глазах я вижу рассвет И чувства душу окрыляют Когда ты рядом, тревоги нет И вся земля для нас рассветает... Во мне любовь дышит тобой И сердце страстью обжигает Я знаю точно, ты только мой И быть твоею обещаю	0.0
4166	 Немного в жизни есть таких людей, Кому доверить можно свою душу, Кто с каждым днём надежней и родней, И с каждым годом все сильнее нужен. Немного тех, с кем можно быть собой До жеста, до движения, до взгляда, С кем каждый вдох уверенно-простой, Лишь оттого, что этот кто-то рядом. Немного рук, что тянутся в беде И предложить готовы свою помощь, Немного тех, кто помнит о тебе И днем, и утром, и в немую полночь. И как редки те люди, кто отдаст Последнее, чтоб только друг не плакал, Но вот таким Господь за всё воздаст Когда-нибудь внезапно и с размахом!	0.0
4167	 Окрашивание до и после)  #L'oreal  #LP @ L'Academie L'Oreal	0.0
4168	 Однажды анорексички соберутся и устроят референдум о Блокаде-2.	0.0
4169	 Дорогие игроки. Хочу предупредить вас об очередном обманщике, который скопировал все доступные данные с моей страницы для кражи ваших голосов и данных. Ссылка на страницу обманщика: https://vk.com/maxsimgolikov Хочу напомнить вас, что Администрации не нужны ваши голоса, пароли и номера телефонов. Для работы с аккаунтами у нас есть все необходимое! Просим вам не верить тем, кто угрожает вам баном (если вы не предоставите им пароль, номер телефона, или не дадите голоса) или выпрашивает голоса! Сразу добавляйте их в черный список и сообщайте нам о таких людях.	1.0
4170	" Пушков: есть ряд сценариев политической дестабилизации РФ, пишут СМИ. Первым сценарием Алексей Пушков называет российский майдан, альтернативой которому могла стать Болотная площадь. Второй сценарий - начало президентской компании Ходорковского, на 90 процентов финансируемой госдепом США. . МОСКВА, 3 мар — РИА Новости. Никакое массовое движение в России ""не готово стать рупором США"", однако, вероятно, существует несколько сценариев дестабилизации ситуации в РФ, заявил глава комитета  http://ria.ru/politics/20150303/1050551554.html?rubric=sys_daynews&amp;sort=sortkey КОММЕНТАРИЙ: Пушков озвучил всё прямо и доступно. Хотелось бы отметить довольно таки открытую риторику со стороны наших дипломатов в последние несколько дней. Все верно, Пушков с сотоварищи интеллигентно так разъясняют нутро контры, но в условиях холодной войны не надо бояться формирования в общественном сознании отрицательных стереотипов . Ходорковский - вор и агент пиндостана!!! Каспаров - озлобленный политический потрох! Касьянов - отлученный от кормушки лузер! Навальный - проворовавшийся политический шуллер! Собчачка - озабоченная сублимирующая кобыла, ну и так далее С врагом надо биться его же оружием. Невозможно и бесперспективно на массовом митинге пытаться включать логику толпы. Там требуется другое - громкие и яркие лозунги, рассчитанные исключительно на рефлексы . Правильно сформированный психологический рефлекс должен привести к тому, что при любом появлении рожи Ходорковского в телевизоре возникало желание плюнуть в экран. Цинично звучит, но по другому не выиграть развернувшегося  сражения за сердца"	0.0
4171	 Cross Fire - Подавление	0.0
4172	" Я одна вижу белое платье с золотым кружевом?!?))))Как тут можно увидеть синий, красный, зеленый цвета...Чудо- платье)))Сидели с папой смотрели телик и он сказал: ""Что это синее платье везде показывают?""......""Что?Синее???)))))))"""	0.0
4173	 и	1.0
4174	" Уходят те, кто дорог и любим...  Внезапно...Безвозвратно...Безнадежно...  Как трудно сердцем пережить людским  И осознать...Почти что невозможно...  Когда,казалось,детства,то рассвет...  И впереди путей еще так много...  Но догорел заката яркий свет...  И лишь одна ""открыта"" им дорога...  Бесследно спрячет бремя белый снег,  прошедших лет и дней давно минувших...  Короткой жизни завершен пробег...  Господь, как видно, забирает ЛУЧШИХ!!!!"	0.0
4175	" Я часто побеждаю. Иногда кажется, что результат того или иного начинания непредсказуем, но потом ход жизни показывает, что я побеждаю. Иногда я теряю при этом, но все равно... побеждаю. Тут явно сопутствует какая-то удача. Либо какое-то стечение обстоятельств, что, по сути, тоже удача. Может быть, ангел-хранитель меня оберегает? Но это может и кончиться. Удача может отвернуться. Постоянное ощущение, что она может отвернуться, держит меня в узде. Заставляет быть в форме. К моей матери однажды подошла цыганка. Лет пятнадцать назад, а может, и больше. Нагадала матери, что ее сын будет всемирно известным челове- ком. Мать очень сильно смеялась. А люди интереснее всего в Нижнем Новгороде. ""Провинциал"", Борис Немцов"	0.0
4176	 Расслабься и получай удовольствие, и, ей богу, перестань ныть и жалеть себя, смотреть аж противно.	0.0
4177	 А вот знаешь, и меня порой раздражает, когда с вечера планируешь куда, для чего..., но в любую минуту может до такой степени все изменится..., то одно, то другое...! Порой настолько подводят окружающие...ты ехал за документом далеко не 10 минут, а их в известность вообще не поставили..., но далеко не исключение, что и телефон и собственная память могут хорошо подвести! Хуже всего, когда от тебя ничего не зависит, а дела не двигаются...!	0.0
4178	" 28 февраля. СК ""ВИТЯЗЬ"" развлекается."	0.0
4179	 Кружок по вязанию# вот такие работы уже в 1 классе#	0.0
4180	 В наличии 44-46	1.0
4181	 Я русский оккупант! И этим все сказано	0.0
4182	 В Санкт-Петербурге 9 мая откроется музей Новороссии | Новороссия	0.0
4183	 Украинцы поздравили Пореченкова с днем рождения	0.0
4184	 Стрижка горячими ножницами и ламинирование волос со скидкой 60% от Slivki.by	1.0
4185	 Завтра в Николаеве готовится забастовка водителей общественного транспорта	0.0
4186	 Я хочу быть к тебе, да поближе. Слушать, как ты во сне тихо дышишь. С глаз уставших, стирая слезинки. Пересчитывать от улыбок морщинки. И стирать поцелуями нежно все невзгоды твои безутешно. Согревать твои руки в морозы. Пить напитки из чайной розы. Обнимать твои крепкие плечи. Задувать на ночь талые свечи. И настолько в тебе растворяться, Чтоб с утра не хотеть просыпаться. Завязать тебе галстук с просони. И к щеке прикоснуться ладонью. И понять до боли ,до дрожи- Что тебя нету в мире дороже!	0.0
4187	 Внимание!!! Вечеринка в стиле Мерлин Монро!  НУЖНЫ ТАНЦОРЫ стрип! Мальчик и Девочка на 6-7-8 марта.2-3 выхода.Пилон 3,5 м. динамика.Проезд,проживание,питание. 5 000 р.в день каждому. г.Железноводск.клуб клевый,сама там была.Начальство нормальное.охрана тоже.пишите,скину контактную информацию. Инга.	0.0
4188	 Когда кто-нибудь спросит зачем нужна защита при катании или начнет доказывать, то он уже 5-10-15-20 лет катается и ничего, то я просто скину ему ссылку на этот альбом https://vk.com/feed?z=album-206_14489393	0.0
4189	 Раздача игры Counter-Strike: Global Offensive	1.0
4190	 НОВОЕ ВИДЕО ❤ SOS! ОТНОШЕНИЯ В СОЦИАЛЬНЫХ СЕТЯХ долгожданный выпуск :3 ваш РЕПОСТ делает меня немного счастливее ❤ http://youtu.be/gFyrxBFYdwA	1.0
4191	 Мы не видим Солнце, мы видим то место в нашем небе, где оно было 8 минут назад. На самом деле, Солнце уже 8 минут назад скрылось за горизонтом, но мы все еще видим его закат. На самом деле мы видим не луну, а то место ночного неба, где она была 2 секунды назад. На самом деле многих звезд уже не существует. Придется смириться с тем, что многие из них уже давно погасли, а мы, видим лишь то, чем они когда-то были. Их свет. Глядя в небо, мы всегда видим прошлое. Мы видим призраков вселенной. Когда наше Солнце погаснет, мы узнаем об этом только через 8 минут. Если это будет ночью и при полной луне, то мы узнаем об этом только через 8 минут и 4 секунды. Солнца не станет, но я успею выкурить целую сигарету, прежде чем пойму это. Затем, мир погрузится в вечный полумрак давно погасших звезд. Нас и нашу планету будет освещать только то, чего уже давно нет. Но еще долгие миллиарды лет, наше Солнце будет звездой в чьем-то небе. В чьем-то небе, но уже не в нашем..	0.0
4192	 Человек, знающий, что ему делать со своей собственной жизнью, никогда не вмешивается в чужую.	0.0
4193	 Сергей Николаевич. Я сейчас худею. Что посоветуете, чтобы потом прийти не к дрищавому телу, а к подтянутому, мускулистому. Ведь с худением не хватает достаточно белка, и мышцы как надо не будут расти, если в зале работать? Спасибо за прошлый ответ. Здоровья вам	0.0
4194	 Константин Ваншенкин МАЛЬЧИШКА Он был грозою нашего района, Мальчишка из соседнего двора, И на него с опаской, но влюбленно Окрестная смотрела детвора. Она к нему пристрастие имела, Поскольку он командовал везде, А плоский камень так бросал умело, Что тот, как мячик, прыгал по воде. В дождливую и ясную погоду Он шел к пруду, бесстрашный, как всегда, И посторонним не было прохода, Едва он появлялся у пруда. В сопровожденье преданных матросов, Коварный, как пиратский адмирал, Мальчишек бил, девчат таскал за косы И чистые тетрадки отбирал. В густом саду устраивал засады, Играя там с ребятами в войну. И как-то раз увидел он из сада Девчонку незнакомую одну. Забор вкруг сада был довольно ветхий - Любой мальчишка в дырки проходил,- Но он, как кошка, прыгнул прямо с ветки И девочке дорогу преградил. Она пред ним в нарядном платье белом Стояла на весеннем ветерке С коричневым клеенчатым портфелем И маленькой чернильницей в руке. Сейчас мелькнут разбросанные книжки - Не зря ж его боятся, как огня... И вдруг она сказала:- Там мальчишки... Ты проводи, пожалуйста, меня... И он, от изумления немея, Совсем забыв, насколько страшен он, Шагнул вперед и замер перед нею, Ее наивной смелостью сражен. А на заборе дряхлом повисая, Грозя сломать немедленно его, Ватага адмиральская босая Глядела на героя своего. ...Легли на землю солнечные пятна. Ушел с девчонкой рядом командир. И подчиненным было непонятно, Что это он из детства уходил. 1951	0.0
4195	 ну, люблю я трахаться и что? это чертовски приятно!	0.0
4196	 Кулинарная академия. Великий пост. Постный салат Оливье Заправляется соевым или собственным постным майонезом. Состав прежний, но курицу или колбасу заменяешь на грибы - шампиньоны или белые Ингредиенты: Картофель (2 шт.); 1 огурец (соленый или свежий); 200 гр. грибов; 30 гр. зеленого лука; 100 гр. зеленого горошка; Морковка 1 шт. - маленькая или средняя; соль, майонез - по вкусу. Способ приготовления: 1) Взять и сварить (в мундире) картофель; почистить; мелко нарезать; положить в миску. 2) Взять огурец и мелко нарезать; положить в миску с картофелем. 3) Грибы нарезать, поджарить, если шампиньоны - можно сырые - очень пикантно, добавить лук 4) Морковку отварить, почистить, порезать. 5) Добавить 100 гр. зелёного горошка. 6) Добавить соль (0,5 чайной ложки) и майонез (по вкусу); тщательно перемешать содержимое.  Я люблю ещё потереть половинку маленького кислого яблока, но это на любителя.	0.0
4197	 Раздача игры Counter-Strike: Global Offensive	1.0
4198	 Назови меня проституткой, Беспардонной, заядлой шлюхой. Назови меня тупой дамой, Может легче от этого станет . Если хочешь встань на колени  И засунь в мои трусики пени. Назови меня легкомысленной, И без комплексной, и убийственной. И скажи что я королева , и корона моя у неба. А еще скажи что доступная, Сексуальная или жгучая. Назови меня ведьмой черною, И себя считай околдованным. А еще скажи что я мелочна. Безгранично мое невежество. Не культурная, и не модная. И скажи что еще я свободная. А теперь развернись, уходи и плачь!  Посмотри на диване футбольный матч. Не узнать тебе настоящую, никакую, И не гулящую. Только вот милый  мой, Просто знай теперь,  Никогда не рожу от тебя детей. Никогда не поем за одним столом. Никогда не увижу с тобой сладкий сон. Если думаешь так , то иди стороной. И меня обойди , не споткнись ногой . Не узнать тебе на душе тоску. Уходи , дверь закрой . Ты теперь в долгу. Кастова Марина	0.0
4199	 Почему люди, давно отпочковавшиеся от моей жизни, считают, что могут въехать снова триумфально на слоне и я буду этому невзъебенно рада?..	0.0
4200	" Названо имя реального исполнителя ""заказа"" и палача Немцова"	0.0
4201	 Строчки вяжутся с стишок, Море лижет сушу. Дети какают в горшок,  а большие в душу..👥	0.0
4202	 Вселяет надежду и оптимизм что однажды я увижу Россию свободной страной.  Я не считаю его речь оторванной от политических реалий как некоторые  пишут. К моему удивлению, несмотря на 11 лет тюрьмы он очень точно видит происходящие процессы в стране и в мире в целом. Единственное в чем я категорически не согласен с Михаилом Борисовичем так это в том, что у России есть несколько лет на подготовку. Нет и года. 2015 год станет последним для путинской России. Это уже очевидно.	0.0
4203	 Дорогие девушки скоро 8 марта 🌷🌺🌼 спешите порадовать себя и сделать кератиновое выпрямление по Акции!!!! До 8 марта включительно, любая длина 2500! 🔥🔥🔥 Торопитесь, места ограничены ⏳⏳⏳ Заподробностями и записью в личку или 89871805428 Диана	1.0
4204	 ND 060.mkv	1.0
4205	 и у меня бывает все чаще:(((Одиноко грустно и печально	0.0
4206	 Разница между тобой и мной в том, что я хочу общаться с тобой, а ты нет.	0.0
4207	 👍	1.0
4208	 ⚠Внимание!⚠ Набираю команду для заработка в интернете. 🔥Лучшая компания 2015 года! ✅Доступный вход - всего 60 рублей. ✅Нет ежемесячной платы за пользование сайтом. ✅Деньги не хранятся в проекте. Все операции производятся напрямую между участниками. ✅Уникальная система переливов, все активные участники гарантировано будут зарабатывать приличные деньги, благодаря интенсивному росту структуры! ✅Обучение всех новичков. Бесплатно! ✅Профессиональная и отзывчивая служба поддержки, живой чат с администрацией. ✒За подробностями пишите в ЛС, или посетите сайт проекта ➡http://podar0k-druga.blogspot.com	1.0
4209	 В группу к нам попал?✋👐👏стенку пролистал👇👆на Лайк нажал💛💙💜💚коммент написал 📝✏✒Активней будь🙋💪👊не смей заснуть💤👀😴 лайки нам🙋репосты вам👆хочешь репост?🙌📢-прижми хвост, до конца играй 🙋💬💟❕репост получай♥ После репоста пропал ⚡ прежний репост потерял ⛔Фото со стены удалил - репост не получил!) 10 лайков и следующее фото ✌ Не пропадаем, а подтягиваемся!	1.0
4210	" Сижу такая в ""Вконтакте"", скучаю...  И тут вдруг - бац!  Брэд Питт из Таджикистана дружбу предлагает. 😂😂😂"	0.0
4211	 На чём бы ещё сэкономить? И во что это выльется	0.0
4212	 Валим в две руки😂😂😂	0.0
4213	 Новая процедура! Ботокс волос - это тотальное восстановление (без функции выпрямления) поврежденных волос: убирает сеченные кончики, пушистость, делает структуру волоса однородной по всей длине Убирает желтизну, идеально для блондинок.. Не содержит формалин и его производные. Интенсивный состав H-BRUSH Botox Capilar представляет собой инновационную систему кератинового восстановление волос - аналог ботокса. Содержит в своём составе множество витаминов (А,В,В1,В2,В3,С,D), масло зелёного чая и плодов пракакси, N-Ацетил Цистеин, Эластин, которые, проникая внутрь волоса, восстанавливают его, укрепляют, возвращают сияние, защищают от воздейтвия солнечных лучей.(держится 1,5-2мес) Короткие волосы(не достающие плеч)-1500. средние волосы(примерно до лопаток)-2000-2300. длинные волосы - 2500-2800	1.0
4214	 Да, 1000 гривен да) Маразм крепчает, пуканы рвет, что тут еще сказать?	0.0
4215	 И вновь отправляю я поезд по миру. Я рук не ломаю, навзрыд не кричу. И мне не навяжут чужих пассажиров — Сажаю в свой поезд кого захочу… С с	0.0
4216	 Покраска дисков	1.0
4217	 сладких снов моя любимая девочка 😊 ты даже не представляешь какую ты роль играешь в моей жизни 😊 ты просто чудо 😊 спокойной ночи малыш 😊	0.0
4218	 Фоткаться в лифтах уже становится привычкой...	0.0
4219	 TF Uneedo - шаблон joomla	1.0
4220	 На место протеста и крика придут тишина и усталость Твоя жизнь - не кино и не книга, Какая жалость...	0.0
4221	 Угадайте животное	1.0
4222	 http://politikus.ru/events/44660-karateli-so-strahom-zhdut-vozvrascheniya-strelkova.html скажу в лоб)) как говрится.. ссыте и срите каратели!!))))	1.0
4223	 Весной расцветает любовь (14 серия, 15 серия и 16 серия) - смотреть онлайн бесплатно | Фильмы онлайн на Онлайн КиноРай	1.0
4224	 Любовь как свечи. Она догорит и погаснет. А дружба, как яркая звезда на небе, она никогда не гаснет	0.0
4225	 Отправлено из Android приложения Креативные идеи для жизни https://play.google.com/store/apps/details?id=com.alek.creativeideas ПРОФИТРОЛИ - ЗАВАРНЫЕ ПИРОЖНЫЕ Ингредиенты: Тесто: - вода — 1 стакан - масло сливочное или маргарин — 100 г - мука — 1 стакан - яйца — 4-5 шт. Крем: - шоколадный маргарин — 1 шт. - какао — по вкусу - молоко сгущённое — 1 банка Приготовление: 1. Масло и воду довести в кастрюле до кипения. Постепенно добавить муку, подсыпая понемногу и постоянно перемешивая. Снять с огня. Немного остудить. 2. Вбить яйца, по одному, каждый раз тщательно перемешивая тесто (можно миксером, можно с помощью мускульной силы). 3. Разогреть духовку до 175 градусов. На смазанный маслом противень выкладывать чайной ложкой шарики (или кондитерским шприцом полоски - тогда будут эклеры). Поместив противень в духовку, ни в коем случае не беспокоить заварные пирожные, чтобы дать им возможность подняться! Выпекать до золотистого цвета. 4. Остывшие пирожные заполнить кремом.	1.0
4226	" Презентация на тему: ""Доминиканская Республика República Dominicana. Доминиканская Республика государство в восточной части острова Гаити и на приб"	1.0
4227	" Презентация на тему: ""Работа по психологии Стресс. з з знакомство с понятием «стресс», влиянием стресса и дистресса на организм и психику че?6?"	1.0
4228	 Я БОЛЬШЕ НЕ...    Я больше не собираюсь терпеть многое, и не оттого, что я стала заносчивой или высокомерной, нет, лишь потому, что я достигла определенного жизненного этапа - этапа, на котором я больше не хочу тратить время на то, что не удовлетворяет меня или на то, что задевает меня, причиняя мне боль.   Я больше не собираюсь терпеть цинизм, чрезмерную критику, жесткие требования любого рода. У меня больше нет желания удовлетворять тех, кому не нравлюсь я, любить тех, кто не любит меня и улыбаться тем, кто не станет улыбаться мне в ответ.  Я больше не посвящу ни единой минуты тем, кто лжет или пытается манипулировать мною. Я решила больше не существовать в притворстве, лицемерии, лжи и дешевой, неискренней похвале. Я больше не потерплю ни частично образованных, ни заносчивых ученых. Я не собираюсь разбираться со сплетнями, я терпеть не могу конфликты и сравнения. Я верю в то, что мир состоит из противоположностей, в то, что мир разнообразен, поэтому я стараюсь избегать людей с характером жестким, не способным приспособиться к окружающему. Я презираю предательства и неверность в дружбе. Я не смогу поладить с теми, кто не способен на настоящий комплимент, не способен ободрить и вдохновить своими словами, не смогу поладить и с тем, кто не любит животных. Преувеличения утомляют меня. И да, помимо всего прочего, я больше не потерплю тех, кто не заслуживает моего терпения.  Мерил Стрип	0.0
